id,port_id,data_src_c,port_coor_,cntr_code,port_name,rep_mar_l,source,traffic,geom
101,DKRAN,2110,3,DK,Randers,Randers,GISCO,1,0103000020E864000001000000210000009028FEE13A4121418D8AB536F5DE5741746E0E74144121418FB4ED70C4DE5741673E50A4A2402141732FF88A95DE5741A22E6FD2E93F2141EAD736526ADE5741A02EAA18F13E2141CB09E06F44DE5741A5BDF305C23D2141CB69A75825DE57416201E93F683C2141D2476B3E0EDE574183D83C10F13A2141D081730400DE57419028FEE16A3921418D8AB536FBDD57419D78BFB3E4372141D081730400DE5741BE4F13846D362141D2476B3E0EDE57417B9308BE13352141CB69A75825DE5741802252ABE4332141CB09E06F44DE57417E228DF1EB322141EAD736526ADE5741B912AC1F33322141732FF88A95DE5741ACE2ED4FC13121418FB4ED70C4DE57419028FEE19A3121418D8AB536F5DE5741ACE2ED4FC13121418B607DFC25DF5741B912AC1F33322141A7E572E254DF57417E228DF1EB322141303D341B80DF5741802252ABE43321414F0B8BFDA5DF57417B9308BE133521414FABC314C5DF5741BE4F13846D36214148CDFF2EDCDF57419D78BFB3E43721414A93F768EADF57419028FEE16A3921418D8AB536EFDF574183D83C10F13A21414A93F768EADF57416201E93F683C214148CDFF2EDCDF5741A5BDF305C23D21414FABC314C5DF5741A02EAA18F13E21414F0B8BFDA5DF5741A22E6FD2E93F2141303D341B80DF5741673E50A4A2402141A7E572E254DF5741746E0E74144121418B607DFC25DF57419028FEE13A4121418D8AB536F5DE5741
102,DKRKB,5106,1,DK,Rudkøbing,Rudkøbing,GISCO,1,0103000020E86400000100000021000000B96ECCCFD79D22418D970A5F243A57419DB4DC61B19D22418FC14299F339574190841E923F9D2241733C4DB3C4395741CB743DC0869C2241EAE48B7A99395741C97478068E9B2241CB16359873395741CE03C2F35E9A2241CB76FC80543957418B47B72D05992241D254C0663D395741AC1E0BFE8D972241D08EC82C2F395741B96ECCCF079622418D970A5F2A395741C6BE8DA181942241D08EC82C2F395741E795E1710A932241D254C0663D395741A4D9D6ABB0912241CB76FC8054395741A968209981902241CB16359873395741A7685BDF888F2241EAE48B7A99395741E2587A0DD08E2241733C4DB3C4395741D528BC3D5E8E22418FC14299F3395741B96ECCCF378E22418D970A5F243A5741D528BC3D5E8E22418B6DD224553A5741E2587A0DD08E2241A7F2C70A843A5741A7685BDF888F2241304A8943AF3A5741A9682099819022414F18E025D53A5741A4D9D6ABB09122414FB8183DF43A5741E795E1710A93224148DA54570B3B5741C6BE8DA1819422414AA04C91193B5741B96ECCCF079622418D970A5F1E3B5741AC1E0BFE8D9722414AA04C91193B57418B47B72D0599224148DA54570B3B5741CE03C2F35E9A22414FB8183DF43A5741C97478068E9B22414F18E025D53A5741CB743DC0869C2241304A8943AF3A574190841E923F9D2241A7F2C70A843A57419DB4DC61B19D22418B6DD224553A5741B96ECCCFD79D22418D970A5F243A5741
103,DKRNN,2110,1,DK,Rønne,Rønne,GISCO,1,0103000020E8640000010000002100000040F5C4F157602A41705DEB6811595741243BD58331602A41728723A3E0585741170B17B4BF5F2A4156022EBDB158574152FB35E2065F2A41CDAA6C848658574150FB70280E5E2A41AEDC15A260585741558ABA15DF5C2A41AE3CDD8A4158574112CEAF4F855B2A41B51AA1702A58574133A503200E5A2A41B354A9361C58574140F5C4F187582A41705DEB68175857414D4586C301572A41B354A9361C5857416E1CDA938A552A41B51AA1702A5857412B60CFCD30542A41AE3CDD8A4158574130EF18BB01532A41AEDC15A2605857412EEF530109522A41CDAA6C848658574169DF722F50512A4156022EBDB15857415CAFB45FDE502A41728723A3E058574140F5C4F1B7502A41705DEB68115957415CAFB45FDE502A416E33B32E4259574169DF722F50512A418AB8A814715957412EEF530109522A4113106A4D9C59574130EF18BB01532A4132DEC02FC25957412B60CFCD30542A41327EF946E15957416E1CDA938A552A412BA03561F85957414D4586C301572A412D662D9B065A574140F5C4F187582A41705DEB680B5A574133A503200E5A2A412D662D9B065A574112CEAF4F855B2A412BA03561F8595741558ABA15DF5C2A41327EF946E159574150FB70280E5E2A4132DEC02FC259574152FB35E2065F2A4113106A4D9C595741170B17B4BF5F2A418AB8A81471595741243BD58331602A416E33B32E4259574140F5C4F157602A41705DEB6811595741
104,DKROD,9998,1,DK,Rødby,,GISCO,0,0103000020E864000001000000210000004428F1CC47E8234159DD98A9DD1C5741286E015F21E823415B07D1E3AC1C57411B3E438FAFE723413F82DBFD7D1C5741562E62BDF6E62341B62A1AC5521C5741542E9D03FEE52341975CC3E22C1C574159BDE6F0CEE4234197BC8ACB0D1C57411601DC2A75E323419E9A4EB1F61B574137D82FFBFDE123419CD45677E81B57414428F1CC77E0234159DD98A9E31B57415178B29EF1DE23419CD45677E81B5741724F066F7ADD23419E9A4EB1F61B57412F93FBA820DC234197BC8ACB0D1C574134224596F1DA2341975CC3E22C1C5741322280DCF8D92341B62A1AC5521C57416D129F0A40D923413F82DBFD7D1C574160E2E03ACED823415B07D1E3AC1C57414428F1CCA7D8234159DD98A9DD1C574160E2E03ACED8234157B3606F0E1D57416D129F0A40D92341733856553D1D5741322280DCF8D92341FC8F178E681D574134224596F1DA23411B5E6E708E1D57412F93FBA820DC23411BFEA687AD1D5741724F066F7ADD23411420E3A1C41D57415178B29EF1DE234116E6DADBD21D57414428F1CC77E0234159DD98A9D71D574137D82FFBFDE1234116E6DADBD21D57411601DC2A75E323411420E3A1C41D574159BDE6F0CEE423411BFEA687AD1D5741542E9D03FEE523411B5E6E708E1D5741562E62BDF6E62341FC8F178E681D57411B3E438FAFE72341733856553D1D5741286E015F21E8234157B3606F0E1D57414428F1CC47E8234159DD98A9DD1C5741
105,DKROF,9998,1,DK,Rødby (Færgehavn),Rødby (Færgehavn),GISCO,1,0103000020E864000001000000210000007B24929658EB23419DE30EAAAF1C57415F6AA22832EB23419F0D47E47E1C5741523AE458C0EA2341838851FE4F1C57418D2A038707EA2341FA3090C5241C57418B2A3ECD0EE92341DB6239E3FE1B574190B987BADFE72341DBC200CCDF1B57414DFD7CF485E62341E2A0C4B1C81B57416ED4D0C40EE52341E0DACC77BA1B57417B24929688E323419DE30EAAB51B57418874536802E22341E0DACC77BA1B5741A94BA7388BE02341E2A0C4B1C81B5741668F9C7231DF2341DBC200CCDF1B57416B1EE65F02DE2341DB6239E3FE1B5741691E21A609DD2341FA3090C5241C5741A40E40D450DC2341838851FE4F1C574197DE8104DFDB23419F0D47E47E1C57417B249296B8DB23419DE30EAAAF1C574197DE8104DFDB23419BB9D66FE01C5741A40E40D450DC2341B73ECC550F1D5741691E21A609DD234140968D8E3A1D57416B1EE65F02DE23415F64E470601D5741668F9C7231DF23415F041D887F1D5741A94BA7388BE02341582659A2961D57418874536802E223415AEC50DCA41D57417B24929688E323419DE30EAAA91D57416ED4D0C40EE523415AEC50DCA41D57414DFD7CF485E62341582659A2961D574190B987BADFE723415F041D887F1D57418B2A3ECD0EE923415F64E470601D57418D2A038707EA234140968D8E3A1D5741523AE458C0EA2341B73ECC550F1D57415F6AA22832EB23419BB9D66FE01C57417B24929658EB23419DE30EAAAF1C5741
106,DKROR,2109,7,DK,Aalborg Portland (Cementfabrikken Rordal),Aalborg Portland (Cementfabrikken Rordal),GISCO,1,0103000020E86400000100000021000000A67430398216214176C6CD01DF2058418ABA40CB5B16214178F0053CAE2058417D8A82FBE91521415C6B10567F205841B87AA12931152141D3134F1D54205841B67ADC6F38142141B445F83A2E205841BB09265D09132141B4A5BF230F205841784D1B97AF112141BB838309F81F584199246F6738102141B9BD8BCFE91F5841A6743039B20E214176C6CD01E51F5841B3C4F10A2C0D2141B9BD8BCFE91F5841D49B45DBB40B2141BB838309F81F584191DF3A155B0A2141B4A5BF230F205841966E84022C092141B445F83A2E205841946EBF4833082141D3134F1D54205841CF5EDE767A0721415C6B10567F205841C22E20A70807214178F0053CAE205841A6743039E206214176C6CD01DF205841C22E20A708072141749C95C70F215841CF5EDE767A07214190218BAD3E215841946EBF483308214119794CE669215841966E84022C0921413847A3C88F21584191DF3A155B0A214138E7DBDFAE215841D49B45DBB40B2141310918FAC5215841B3C4F10A2C0D214133CF0F34D4215841A6743039B20E214176C6CD01D921584199246F673810214133CF0F34D4215841784D1B97AF112141310918FAC5215841BB09265D0913214138E7DBDFAE215841B67ADC6F381421413847A3C88F215841B87AA1293115214119794CE6692158417D8A82FBE915214190218BAD3E2158418ABA40CB5B162141749C95C70F215841A67430398216214176C6CD01DF205841
107,DKRRV,2108,1,DK,Rørvig,Rørvig,GISCO,1,0103000020E8640000010000002100000038DDFB63E38F244121BF61B2F1A957411C230CF6BC8F244123E999ECC0A957410FF34D264B8F24410764A40692A957414AE36C54928E24417E0CE3CD66A9574148E3A79A998D24415F3E8CEB40A957414D72F1876A8C24415F9E53D421A957410AB6E6C1108B2441667C17BA0AA957412B8D3A929989244164B61F80FCA8574138DDFB631388244121BF61B2F7A85741452DBD358D86244164B61F80FCA857416604110616852441667C17BA0AA9574123480640BC8324415F9E53D421A9574128D74F2D8D8224415F3E8CEB40A9574126D78A73948124417E0CE3CD66A9574161C7A9A1DB8024410764A40692A957415497EBD16980244123E999ECC0A9574138DDFB634380244121BF61B2F1A957415497EBD1698024411F95297822AA574161C7A9A1DB8024413B1A1F5E51AA574126D78A7394812441C471E0967CAA574128D74F2D8D822441E33F3779A2AA574123480640BC832441E3DF6F90C1AA57416604110616852441DC01ACAAD8AA5741452DBD358D862441DEC7A3E4E6AA574138DDFB631388244121BF61B2EBAA57412B8D3A9299892441DEC7A3E4E6AA57410AB6E6C1108B2441DC01ACAAD8AA57414D72F1876A8C2441E3DF6F90C1AA574148E3A79A998D2441E33F3779A2AA57414AE36C54928E2441C471E0967CAA57410FF34D264B8F24413B1A1F5E51AA57411C230CF6BC8F24411F95297822AA574138DDFB63E38F244121BF61B2F1A95741
108,DKSBK,5105,7,DK,Stubbekøbing Havn,,GISCO,0,0103000020E86400000100000021000000B20A1587544025418B84DE3E54385741965025192E4025418DAE16792338574189206749BC3F254171292193F4375741C4108677033F2541E8D15F5AC9375741C210C1BD0A3E2541C9030978A3375741C79F0AABDB3C2541C963D0608437574184E3FFE4813B2541D04194466D375741A5BA53B50A3A2541CE7B9C0C5F375741B20A1587843825418B84DE3E5A375741BF5AD658FE362541CE7B9C0C5F375741E0312A2987352541D04194466D3757419D751F632D342541C963D06084375741A2046950FE322541C9030978A3375741A004A49605322541E8D15F5AC9375741DBF4C2C44C31254171292193F4375741CEC404F5DA3025418DAE167923385741B20A1587B43025418B84DE3E54385741CEC404F5DA302541895AA60485385741DBF4C2C44C312541A5DF9BEAB3385741A004A496053225412E375D23DF385741A2046950FE3225414D05B405053957419D751F632D3425414DA5EC1C24395741E0312A298735254146C728373B395741BF5AD658FE362541488D207149395741B20A1587843825418B84DE3E4E395741A5BA53B50A3A2541488D20714939574184E3FFE4813B254146C728373B395741C79F0AABDB3C25414DA5EC1C24395741C210C1BD0A3E25414D05B40505395741C4108677033F25412E375D23DF38574189206749BC3F2541A5DF9BEAB3385741965025192E402541895AA60485385741B20A1587544025418B84DE3E54385741
109,DKSDO,2109,8,DK,Skarø/Drejø,,GISCO,0,0103000020E86400000100000021000000300DB45EDE282241B7E0743C764557411453C4F0B7282241B90AAD764545574107230621462822419D85B790164557414213254F8D272241142EF657EB4457414013609594262241F55F9F75C544574145A2A98265252241F5BF665EA644574102E69EBC0B242241FC9D2A448F44574123BDF28C94222241FAD7320A81445741300DB45E0E212241B7E0743C7C4457413D5D7530881F2241FAD7320A814457415E34C900111E2241FC9D2A448F4457411B78BE3AB71C2241F5BF665EA644574120070828881B2241F55F9F75C54457411E07436E8F1A2241142EF657EB44574159F7619CD61922419D85B790164557414CC7A3CC64192241B90AAD7645455741300DB45E3E192241B7E0743C764557414CC7A3CC64192241B5B63C02A745574159F7619CD6192241D13B32E8D54557411E07436E8F1A22415A93F3200146574120070828881B224179614A03274657411B78BE3AB71C22417901831A464657415E34C900111E22417223BF345D4657413D5D7530881F224174E9B66E6B465741300DB45E0E212241B7E0743C7046574123BDF28C9422224174E9B66E6B46574102E69EBC0B2422417223BF345D46574145A2A982652522417901831A46465741401360959426224179614A03274657414213254F8D2722415A93F320014657410723062146282241D13B32E8D54557411453C4F0B7282241B5B63C02A7455741300DB45EDE282241B7E0743C76455741
110,DKSEO,5106,7,DK,Sejerø,,GISCO,0,0103000020E8640000010000002100000075E66B69EB5C234137144F65AAA15741592C7CFBC45C2341393E879F79A157414CFCBD2B535C23411DB991B94AA1574187ECDC599A5B23419461D0801FA1574185EC17A0A15A23417593799EF9A057418A7B618D7259234175F34087DAA0574147BF56C7185823417CD1046DC3A057416896AA97A15623417A0B0D33B5A0574175E66B691B55234137144F65B0A0574182362D3B955323417A0B0D33B5A05741A30D810B1E5223417CD1046DC3A0574160517645C450234175F34087DAA0574165E0BF32954F23417593799EF9A0574163E0FA789C4E23419461D0801FA157419ED019A7E34D23411DB991B94AA1574191A05BD7714D2341393E879F79A1574175E66B694B4D234137144F65AAA1574191A05BD7714D234135EA162BDBA157419ED019A7E34D2341516F0C110AA2574163E0FA789C4E2341DAC6CD4935A2574165E0BF32954F2341F994242C5BA2574160517645C4502341F9345D437AA25741A30D810B1E522341F256995D91A2574182362D3B95532341F41C91979FA2574175E66B691B55234137144F65A4A257416896AA97A1562341F41C91979FA2574147BF56C718582341F256995D91A257418A7B618D72592341F9345D437AA2574185EC17A0A15A2341F994242C5BA2574187ECDC599A5B2341DAC6CD4935A257414CFCBD2B535C2341516F0C110AA25741592C7CFBC45C234135EA162BDBA1574175E66B69EB5C234137144F65AAA15741
111,DKSGD,2108,7,DK,Sønderborg,,GISCO,0,0103000020E8640000010000002100000037B0FF56D9DC204140530501E63457411BF60FE9B2DC2041427D3D3BB53457410EC6511941DC204126F847558634574149B6704788DB20419DA0861C5B34574147B6AB8D8FDA20417ED22F3A353457414C45F57A60D920417E32F722163457410989EAB406D820418510BB08FF3357412A603E858FD62041834AC3CEF033574137B0FF5609D5204140530501EC3357414400C12883D32041834AC3CEF033574165D714F90BD220418510BB08FF335741221B0A33B2D020417E32F7221634574127AA532083CF20417ED22F3A3534574125AA8E668ACE20419DA0861C5B345741609AAD94D1CD204126F8475586345741536AEFC45FCD2041427D3D3BB534574137B0FF5639CD204140530501E6345741536AEFC45FCD20413E29CDC616355741609AAD94D1CD20415AAEC2AC4535574125AA8E668ACE2041E30584E57035574127AA532083CF204102D4DAC796355741221B0A33B2D02041027413DFB535574165D714F90BD22041FB954FF9CC3557414400C12883D32041FD5B4733DB35574137B0FF5609D5204140530501E03557412A603E858FD62041FD5B4733DB3557410989EAB406D82041FB954FF9CC3557414C45F57A60D92041027413DFB535574147B6AB8D8FDA204102D4DAC79635574149B6704788DB2041E30584E5703557410EC6511941DC20415AAEC2AC453557411BF60FE9B2DC20413E29CDC61635574137B0FF56D9DC204140530501E6345741
112,DKSIT,0,,DK,,Stigsnaes Inter Terminal,UN/LOCODE,1,0103000020E864000001000000210000001423F40B86A02341D41C1EB5E6575741F868049E5FA02341D64656EFB5575741EB3846CEED9F2341BAC1600987575741262965FC349F2341316A9FD05B5757412429A0423C9E2341129C48EE3557574129B8E92F0D9D234112FC0FD716575741E6FBDE69B39B234119DAD3BCFF56574107D3323A3C9A23411714DC82F15657411423F40BB6982341D41C1EB5EC5657412173B5DD2F9723411714DC82F1565741424A09AEB895234119DAD3BCFF565741FF8DFEE75E94234112FC0FD716575741041D48D52F932341129C48EE35575741021D831B37922341316A9FD05B5757413D0DA2497E912341BAC160098757574130DDE3790C912341D64656EFB55757411423F40BE6902341D41C1EB5E657574130DDE3790C912341D2F2E57A175857413D0DA2497E912341EE77DB6046585741021D831B3792234177CF9C9971585741041D48D52F932341969DF37B97585741FF8DFEE75E942341963D2C93B6585741424A09AEB89523418F5F68ADCD5857412173B5DD2F972341912560E7DB5857411423F40BB6982341D41C1EB5E058574107D3323A3C9A2341912560E7DB585741E6FBDE69B39B23418F5F68ADCD58574129B8E92F0D9D2341963D2C93B65857412429A0423C9E2341969DF37B97585741262965FC349F234177CF9C9971585741EB3846CEED9F2341EE77DB6046585741F868049E5FA02341D2F2E57A175857411423F40B86A02341D41C1EB5E6575741
113,DKSJO,9998,1,DK,Sjællands Odde,Sjællands Odde,GISCO,1,0103000020E864000001000000210000005A6DD88797AB234104BA52492FAC57413EB3E81971AB234106E48A83FEAB574131832A4AFFAA2341EA5E959DCFAB57416C73497846AA23416107D464A4AB57416A7384BE4DA9234142397D827EAB57416F02CEAB1EA823414299446B5FAB57412C46C3E5C4A623414977085148AB57414D1D17B64DA5234147B110173AAB57415A6DD887C7A3234104BA524935AB574167BD995941A2234147B110173AAB57418894ED29CAA023414977085148AB574145D8E263709F23414299446B5FAB57414A672C51419E234142397D827EAB574148676797489D23416107D464A4AB5741835786C58F9C2341EA5E959DCFAB57417627C8F51D9C234106E48A83FEAB57415A6DD887F79B234104BA52492FAC57417627C8F51D9C234102901A0F60AC5741835786C58F9C23411E1510F58EAC574148676797489D2341A76CD12DBAAC57414A672C51419E2341C63A2810E0AC574145D8E263709F2341C6DA6027FFAC57418894ED29CAA02341BFFC9C4116AD574167BD995941A22341C1C2947B24AD57415A6DD887C7A3234104BA524929AD57414D1D17B64DA52341C1C2947B24AD57412C46C3E5C4A62341BFFC9C4116AD57416F02CEAB1EA82341C6DA6027FFAC57416A7384BE4DA92341C63A2810E0AC57416C73497846AA2341A76CD12DBAAC574131832A4AFFAA23411E1510F58EAC57413EB3E81971AB234102901A0F60AC57415A6DD88797AB234104BA52492FAC5741
114,DKSKA,2110,1,DK,Skagen,,GISCO,0,0103000020E86400000100000021000000FC63A4537D30224174031E7875685841E0A9B4E556302241762D56B244685841D379F615E52F22415AA860CC156858410E6A15442C2F2241D1509F93EA6758410C6A508A332E2241B28248B1C467584111F99977042D2241B2E20F9AA5675841CE3C8FB1AA2B2241B9C0D37F8E675841EF13E381332A2241B7FADB4580675841FC63A453AD28224174031E787B67584109B4652527272241B7FADB45806758412A8BB9F5AF252241B9C0D37F8E675841E7CEAE2F56242241B2E20F9AA5675841EC5DF81C27232241B28248B1C4675841EA5D33632E222241D1509F93EA675841254E5291752122415AA860CC15685841181E94C103212241762D56B244685841FC63A453DD20224174031E7875685841181E94C10321224172D9E53DA6685841254E5291752122418E5EDB23D5685841EA5D33632E22224117B69C5C00695841EC5DF81C272322413684F33E26695841E7CEAE2F5624224136242C56456958412A8BB9F5AF2522412F4668705C69584109B4652527272241310C60AA6A695841FC63A453AD28224174031E786F695841EF13E381332A2241310C60AA6A695841CE3C8FB1AA2B22412F4668705C69584111F99977042D224136242C56456958410C6A508A332E22413684F33E266958410E6A15442C2F224117B69C5C00695841D379F615E52F22418E5EDB23D5685841E0A9B4E55630224172D9E53DA6685841FC63A4537D30224174031E7875685841
115,DKSKB,5106,6,DK,Skærbækværkets Havn,,GISCO,0,0103000020E86400000100000021000000D1F069692D76204147B77A6696775741B5367AFB0676204149E1B2A065775741A806BC2B957520412D5CBDBA36775741E3F6DA59DC742041A404FC810B775741E1F615A0E37320418536A59FE5765741E6855F8DB472204185966C88C6765741A3C954C75A7120418C74306EAF765741C4A0A897E36F20418AAE3834A1765741D1F069695D6E204147B77A669C765741DE402B3BD76C20418AAE3834A1765741FF177F0B606B20418C74306EAF765741BC5B7445066A204185966C88C6765741C1EABD32D76820418536A59FE5765741BFEAF878DE672041A404FC810B775741FADA17A7256720412D5CBDBA36775741EDAA59D7B366204149E1B2A065775741D1F069698D66204147B77A6696775741EDAA59D7B3662041458D422CC7775741FADA17A72567204161123812F6775741BFEAF878DE672041EA69F94A21785741C1EABD32D76820410938502D47785741BC5B7445066A204109D8884466785741FF177F0B606B204102FAC45E7D785741DE402B3BD76C204104C0BC988B785741D1F069695D6E204147B77A6690785741C4A0A897E36F204104C0BC988B785741A3C954C75A71204102FAC45E7D785741E6855F8DB472204109D8884466785741E1F615A0E37320410938502D47785741E3F6DA59DC742041EA69F94A21785741A806BC2B9575204161123812F6775741B5367AFB06762041458D422CC7775741D1F069692D76204147B77A6696775741
116,DKSKV,5106,6,DK,Skive,,GISCO,0,0103000020E86400000100000021000000868CB0D183C61E41F06282C917EB57414E18D1F536C61E41F28CBA03E7EA574135B8545653C51E41D607C51DB8EA5741AB9892B2E1C31E414DB003E58CEA5741A698083FF0C11E412EE2AC0267EA5741AFB69B1992BF1E412E4274EB47EA57412A3E868DDEBC1E41352038D130EA57416CEC2D2EF0B91E41335A409722EA5741868CB0D1E3B61E41F06282C91DEA5741A02C3375D7B31E41335A409722EA5741E2DADA15E9B01E41352038D130EA57415D62C58935AE1E412E4274EB47EA574166805864D7AB1E412EE2AC0267EA57416180CEF0E5A91E414DB003E58CEA5741D7600C4D74A81E41D607C51DB8EA5741BE0090AD90A71E41F28CBA03E7EA5741868CB0D143A71E41F06282C917EB5741BE0090AD90A71E41EE384A8F48EB5741D7600C4D74A81E410ABE3F7577EB57416180CEF0E5A91E41931501AEA2EB574166805864D7AB1E41B2E35790C8EB57415D62C58935AE1E41B28390A7E7EB5741E2DADA15E9B01E41ABA5CCC1FEEB5741A02C3375D7B31E41AD6BC4FB0CEC5741868CB0D1E3B61E41F06282C911EC57416CEC2D2EF0B91E41AD6BC4FB0CEC57412A3E868DDEBC1E41ABA5CCC1FEEB5741AFB69B1992BF1E41B28390A7E7EB5741A698083FF0C11E41B2E35790C8EB5741AB9892B2E1C31E41931501AEA2EB574135B8545653C51E410ABE3F7577EB57414E18D1F536C61E41EE384A8F48EB5741868CB0D183C61E41F06282C917EB5741
117,DKSLV,9998,1,DK,Sælvig Havn,Sælvig Havn,GISCO,1,0103000020E86400000100000021000000F03D6D0B0F3F224189817DD3F99E5741D4837D9DE83E22418BABB50DC99E5741C753BFCD763E22416F26C0279A9E57410244DEFBBD3D2241E6CEFEEE6E9E574100441942C53C2241C700A80C499E574105D3622F963B2241C7606FF5299E5741C21658693C3A2241CE3E33DB129E5741E3EDAB39C5382241CC783BA1049E5741F03D6D0B3F37224189817DD3FF9D5741FD8D2EDDB8352241CC783BA1049E57411E6582AD41342241CE3E33DB129E5741DBA877E7E7322241C7606FF5299E5741E037C1D4B8312241C700A80C499E5741DE37FC1AC0302241E6CEFEEE6E9E574119281B49073022416F26C0279A9E57410CF85C79952F22418BABB50DC99E5741F03D6D0B6F2F224189817DD3F99E57410CF85C79952F2241875745992A9F574119281B4907302241A3DC3A7F599F5741DE37FC1AC03022412C34FCB7849F5741E037C1D4B83122414B02539AAA9F5741DBA877E7E73222414BA28BB1C99F57411E6582AD4134224144C4C7CBE09F5741FD8D2EDDB8352241468ABF05EF9F5741F03D6D0B3F37224189817DD3F39F5741E3EDAB39C5382241468ABF05EF9F5741C21658693C3A224144C4C7CBE09F574105D3622F963B22414BA28BB1C99F574100441942C53C22414B02539AAA9F57410244DEFBBD3D22412C34FCB7849F5741C753BFCD763E2241A3DC3A7F599F5741D4837D9DE83E2241875745992A9F5741F03D6D0B0F3F224189817DD3F99E5741
118,DKSNO,5106,7,DK,Strynø,,GISCO,0,0103000020E86400000100000021000000CB26569704792241D0C8766CA9365741AF6C6629DE782241D2F2AEA678365741A23CA8596C782241B66DB9C049365741DD2CC787B37722412D16F8871E365741DB2C02CEBA7622410E48A1A5F8355741E0BB4BBB8B7522410EA8688ED93557419DFF40F53174224115862C74C2355741BED694C5BA72224113C0343AB4355741CB26569734712241D0C8766CAF355741D8761769AE6F224113C0343AB4355741F94D6B39376E224115862C74C2355741B6916073DD6C22410EA8688ED9355741BB20AA60AE6B22410E48A1A5F8355741B920E5A6B56A22412D16F8871E365741F41004D5FC692241B66DB9C049365741E7E045058B692241D2F2AEA678365741CB26569764692241D0C8766CA9365741E7E045058B692241CE9E3E32DA365741F41004D5FC692241EA23341809375741B920E5A6B56A2241737BF55034375741BB20AA60AE6B224192494C335A375741B6916073DD6C224192E9844A79375741F94D6B39376E22418B0BC16490375741D8761769AE6F22418DD1B89E9E375741CB26569734712241D0C8766CA3375741BED694C5BA7222418DD1B89E9E3757419DFF40F5317422418B0BC16490375741E0BB4BBB8B75224192E9844A79375741DB2C02CEBA76224192494C335A375741DD2CC787B3772241737BF55034375741A23CA8596C782241EA23341809375741AF6C6629DE782241CE9E3E32DA365741CB26569704792241D0C8766CA9365741
119,DKSOB,5106,1,DK,Søby Havn,,GISCO,0,0103000020E86400000100000021000000F42D527B16C021416F563BC66C3A5741D873620DF0BF2141718073003C3A5741CB43A43D7EBF214155FB7D1A0D3A57410634C36BC5BE2141CCA3BCE1E13957410434FEB1CCBD2141ADD565FFBB39574109C3479F9DBC2141AD352DE89C395741C6063DD943BB2141B413F1CD85395741E7DD90A9CCB92141B24DF99377395741F42D527B46B821416F563BC672395741017E134DC0B62141B24DF993773957412255671D49B52141B413F1CD85395741DF985C57EFB32141AD352DE89C395741E427A644C0B22141ADD565FFBB395741E227E18AC7B12141CCA3BCE1E13957411D1800B90EB1214155FB7D1A0D3A574110E841E99CB02141718073003C3A5741F42D527B76B021416F563BC66C3A574110E841E99CB021416D2C038C9D3A57411D1800B90EB1214189B1F871CC3A5741E227E18AC7B121411209BAAAF73A5741E427A644C0B2214131D7108D1D3B5741DF985C57EFB32141317749A43C3B57412255671D49B521412A9985BE533B5741017E134DC0B621412C5F7DF8613B5741F42D527B46B821416F563BC6663B5741E7DD90A9CCB921412C5F7DF8613B5741C6063DD943BB21412A9985BE533B574109C3479F9DBC2141317749A43C3B57410434FEB1CCBD214131D7108D1D3B57410634C36BC5BE21411209BAAAF73A5741CB43A43D7EBF214189B1F871CC3A5741D873620DF0BF21416D2C038C9D3A5741F42D527B16C021416F563BC66C3A5741
120,DKSPB,5106,1,DK,Spodsbjerg Havn,Spodsbjerg Havn,GISCO,1,0103000020E86400000100000021000000BEF8BC9CA4DF2241EDBFAE7A323A5741A23ECD2E7EDF2241EFE9E6B4013A5741950E0F5F0CDF2241D364F1CED2395741D0FE2D8D53DE22414A0D3096A7395741CEFE68D35ADD22412B3FD9B381395741D38DB2C02BDC22412B9FA09C6239574190D1A7FAD1DA2241327D64824B395741B1A8FBCA5AD9224130B76C483D395741BEF8BC9CD4D72241EDBFAE7A38395741CB487E6E4ED6224130B76C483D395741EC1FD23ED7D42241327D64824B395741A963C7787DD322412B9FA09C62395741AEF210664ED222412B3FD9B381395741ACF24BAC55D122414A0D3096A7395741E7E26ADA9CD02241D364F1CED2395741DAB2AC0A2BD02241EFE9E6B4013A5741BEF8BC9C04D02241EDBFAE7A323A5741DAB2AC0A2BD02241EB957640633A5741E7E26ADA9CD02241071B6C26923A5741ACF24BAC55D1224190722D5FBD3A5741AEF210664ED22241AF408441E33A5741A963C7787DD32241AFE0BC58023B5741EC1FD23ED7D42241A802F972193B5741CB487E6E4ED62241AAC8F0AC273B5741BEF8BC9CD4D72241EDBFAE7A2C3B5741B1A8FBCA5AD92241AAC8F0AC273B574190D1A7FAD1DA2241A802F972193B5741D38DB2C02BDC2241AFE0BC58023B5741CEFE68D35ADD2241AF408441E33A5741D0FE2D8D53DE224190722D5FBD3A5741950E0F5F0CDF2241071B6C26923A5741A23ECD2E7EDF2241EB957640633A5741BEF8BC9CA4DF2241EDBFAE7A323A5741
